Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
,28,Prefer not to say,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a month,categories,First page,3,no,Sometimes,Changed my mind or no longer need the item,Often,no,Moderately,sometimes,2,yes,2,2,Competitive prices,Customer service responsiveness
,47,Female,Once a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",yes,Multiple times a day,Keyword,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,yes,Occasionally,sometimes,2,sometimes,3,2,Competitive prices,Customer service responsiveness
,37,Prefer not to say,Once a week,"['Clothing and Fashion', 'Home and Kitchen', 'others']",yes,Multiple times a day,Keyword,Multiple pages,1,yes,Always,Found a better price elsewhere,Often,yes,Heavily,yes,2,no,2,2,Competitive prices,Product quality and accuracy
,37,Prefer not to say,Once a week,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'others']",sometimes,Few times a week,Filter,Multiple pages,1,no,Often,Found a better price elsewhere,Often,yes,Heavily,no,3,no,1,1,Product recommendations,Shipping speed and reliability
,39,Male,Less than once a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",yes,Few times a week,Keyword,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Often,yes,Rarely,sometimes,5,sometimes,3,2,Competitive prices,Shipping speed and reliability
,40,Prefer not to say,Few times a month,"['Groceries and Gourmet Food', 'Clothing and Fashion']",no,Few times a month,categories,First page,3,no,Often,Found a better price elsewhere,Sometimes,no,Moderately,sometimes,2,no,2,3,Wide product selection,Customer service responsiveness
,23,Female,Few times a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care']",sometimes,Few times a month,Keyword,Multiple pages,1,yes,Often,Found a better price elsewhere,Never,yes,Moderately,yes,2,no,2,1,User-friendly website/app interface,Shipping speed and reliability
,25,Prefer not to say,Few times a month,"['Clothing and Fashion', 'Home and Kitchen', 'others']",no,Few times a week,Keyword,Multiple pages,2,maybe,Often,Found a better price elsewhere,Sometimes,yes,Moderately,yes,2,no,2,2,Product recommendations,Product quality and accuracy
,34,Female,Multiple times a week,"['Beauty and Personal Care', 'Clothing and Fashion']",yes,Multiple times a day,Keyword,Multiple pages,5,yes,Always,Changed my mind or no longer need the item,Always,yes,Rarely,sometimes,5,sometimes,4,1,Competitive prices,Customer service responsiveness
,26,Female,Few times a month,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'others']",no,Few times a week,Keyword,Multiple pages,2,yes,Often,Changed my mind or no longer need the item,Sometimes,no,Occasionally,sometimes,2,sometimes,2,2,Competitive prices,Shipping speed and reliability
,31,Prefer not to say,Once a week,"['Clothing and Fashion', 'Home and Kitchen', 'others']",no,Multiple times a day,Keyword,First page,3,maybe,Sometimes,Changed my mind or no longer need the item,Rarely,yes,Moderately,no,4,no,2,3,Product recommendations,Customer service responsiveness
,26,Female,Few times a month,"['Clothing and Fashion', 'Home and Kitchen']",sometimes,Rarely,categories,Multiple pages,4,no,Rarely,Found a better price elsewhere,Sometimes,no,Occasionally,sometimes,4,no,2,2,Wide product selection,Product quality and accuracy
,34,Female,Few times a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",sometimes,Few times a month,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Often,yes,Occasionally,no,2,sometimes,3,3,Product recommendations,Customer service responsiveness
,18,Female,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion']",yes,Multiple times a day,Keyword,Multiple pages,3,maybe,Often,Found a better price elsewhere,Sometimes,no,Occasionally,sometimes,3,sometimes,3,1,Wide product selection,Customer service responsiveness
,40,Male,Few times a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']",sometimes,Few times a month,others,Multiple pages,3,no,Often,High shipping costs,Often,no,Moderately,sometimes,2,yes,2,2,Product recommendations,Customer service responsiveness
,42,Female,Few times a month,"['Clothing and Fashion', 'Home and Kitchen', 'others']",no,Few times a week,Keyword,First page,3,maybe,Often,Changed my mind or no longer need the item,Rarely,no,Occasionally,no,3,sometimes,4,2,Product recommendations,Customer service responsiveness
,35,Prefer not to say,Once a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",sometimes,Multiple times a day,Keyword,Multiple pages,1,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Moderately,sometimes,1,sometimes,2,1,Competitive prices,Customer service responsiveness
,37,Male,Once a month,"['Clothing and Fashion', 'Home and Kitchen', 'others']",no,Few times a week,Filter,First page,3,yes,Often,Found a better price elsewhere,Sometimes,no,Occasionally,no,2,sometimes,2,2,Wide product selection,Customer service responsiveness
,46,Male,Less than once a month,"['Home and Kitchen', 'others']",sometimes,Rarely,others,First page,4,maybe,Never,others,Rarely,no,Rarely,sometimes,4,sometimes,4,4,Product recommendations,Product quality and accuracy
,24,Prefer not to say,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion']",sometimes,Few times a week,Keyword,Multiple pages,5,maybe,Often,Found a better price elsewhere,Sometimes,no,Rarely,sometimes,5,sometimes,4,2,Competitive prices,I don't have any problem with Amazon
,35,Prefer not to say,Once a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care']",no,Few times a week,Filter,Multiple pages,3,no,Sometimes,Found a better price elsewhere,Often,yes,Moderately,no,2,no,3,2,Competitive prices,Product quality and accuracy
,46,Female,Once a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a week,Filter,First page,2,maybe,Sometimes,Found a better price elsewhere,Often,no,Moderately,sometimes,2,no,2,2,Competitive prices,Shipping speed and reliability
,32,Others,Once a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",yes,Multiple times a day,Keyword,Multiple pages,2,maybe,Sometimes,Found a better price elsewhere,Sometimes,no,Moderately,sometimes,2,sometimes,2,1,Product recommendations,Customer service responsiveness
,35,Female,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",sometimes,Multiple times a day,Keyword,Multiple pages,2,no,Sometimes,High shipping costs,Often,no,Moderately,sometimes,2,no,2,2,Product recommendations,Customer service responsiveness
,36,Female,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",yes,Few times a week,Filter,Multiple pages,2,no,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Moderately,no,2,sometimes,2,1,Wide product selection,Reducing packaging waste
,15,Female,Multiple times a week,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",no,Multiple times a day,Keyword,Multiple pages,3,no,Often,High shipping costs,Often,no,Moderately,no,1,yes,2,2,Wide product selection,Product quality and accuracy
,43,Prefer not to say,Less than once a month,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']",sometimes,Rarely,Keyword,Multiple pages,1,maybe,Sometimes,Found a better price elsewhere,Sometimes,no,Heavily,yes,1,sometimes,3,1,Competitive prices,No problems with Amazon
,20,Prefer not to say,Multiple times a week,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",sometimes,Multiple times a day,categories,First page,3,yes,Often,Found a better price elsewhere,Often,yes,Moderately,no,4,no,2,2,Product recommendations,Product quality and accuracy
,34,Female,Multiple times a week,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",sometimes,Multiple times a day,categories,Multiple pages,2,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Moderately,sometimes,2,no,1,1,User-friendly website/app interface,Product quality and accuracy
,34,Male,Less than once a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",yes,Few times a month,Keyword,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Often,no,Occasionally,sometimes,1,sometimes,3,1,Competitive prices,Customer service responsiveness
,47,Female,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",no,Multiple times a day,Unknown,Multiple pages,1,maybe,Sometimes,Found a better price elsewhere,Often,no,Moderately,no,2,no,3,2,Wide product selection,Shipping speed and reliability
,25,Female,Few times a month,"['Clothing and Fashion', 'Home and Kitchen', 'others']",yes,Few times a week,Filter,Multiple pages,3,yes,Often,Found a better price elsewhere,Sometimes,no,Occasionally,no,2,no,4,3,Product recommendations,Shipping speed and reliability
,21,Prefer not to say,Once a month,"['Beauty and Personal Care', 'Clothing and Fashion']",sometimes,Multiple times a day,Keyword,Multiple pages,1,maybe,Sometimes,Found a better price elsewhere,Sometimes,no,Heavily,yes,3,sometimes,1,1,Competitive prices,Customer service responsiveness
,24,Prefer not to say,Once a month,"['Clothing and Fashion', 'Home and Kitchen']",no,Few times a month,categories,Multiple pages,2,no,Often,Found a better price elsewhere,Sometimes,no,Occasionally,no,3,no,1,1,Competitive prices,Customer service responsiveness
,36,Female,Few times a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']",yes,Few times a month,categories,First page,3,no,Sometimes,Changed my mind or no longer need the item,Often,yes,Rarely,sometimes,2,yes,2,1,Product recommendations,Customer service responsiveness
,46,Male,Few times a month,"['Clothing and Fashion', 'Home and Kitchen']",no,Few times a month,Filter,Multiple pages,3,no,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Moderately,yes,1,sometimes,3,2,Product recommendations,Reducing packaging waste
,27,Male,Once a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a month,Keyword,Multiple pages,1,yes,Often,Found a better price elsewhere,Often,yes,Heavily,yes,1,no,5,1,Competitive prices,Customer service responsiveness
,25,Male,Few times a month,"['Clothing and Fashion', 'Home and Kitchen']",no,Few times a month,Filter,First page,2,no,Often,Found a better price elsewhere,Sometimes,no,Moderately,sometimes,2,sometimes,3,1,Wide product selection,Product quality and accuracy
,43,Male,Once a week,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a week,Keyword,Multiple pages,1,yes,Always,Found a better price elsewhere,Sometimes,no,Occasionally,no,2,sometimes,5,2,Wide product selection,Customer service responsiveness
,32,Prefer not to say,Multiple times a week,"['Beauty and Personal Care', 'Clothing and Fashion']",sometimes,Few times a week,Keyword,Multiple pages,1,maybe,Often,Found a better price elsewhere,Sometimes,no,Heavily,sometimes,1,yes,2,1,Competitive prices,Customer service responsiveness
,18,Male,Once a week,"['Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a week,categories,Multiple pages,2,no,Often,others,Often,no,Moderately,sometimes,3,sometimes,3,3,Product recommendations,Reducing packaging waste
,45,Female,Multiple times a week,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",no,Few times a month,categories,First page,3,maybe,Never,High shipping costs,Sometimes,no,Occasionally,no,3,no,2,3,Product recommendations,Reducing packaging waste
,25,Prefer not to say,Once a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']",yes,Few times a week,Keyword,Multiple pages,1,yes,Often,Found a better price elsewhere,Often,no,Heavily,yes,1,yes,2,1,Product recommendations,Reducing packaging waste
,45,Male,Less than once a month,"['Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a month,Filter,Multiple pages,2,no,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Occasionally,sometimes,2,no,2,3,Product recommendations,Customer service responsiveness
,32,Female,Once a week,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",sometimes,Few times a week,Filter,Multiple pages,2,maybe,Often,Found a better price elsewhere,Sometimes,yes,Occasionally,no,2,no,3,2,Product recommendations,Customer service responsiveness
,42,Female,Once a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",sometimes,Few times a month,Keyword,Multiple pages,1,maybe,Always,High shipping costs,Often,yes,Moderately,yes,1,no,2,2,Wide product selection,Customer service responsiveness
,35,Female,Multiple times a week,"['Clothing and Fashion', 'Home and Kitchen']",no,Few times a month,categories,First page,4,maybe,Sometimes,Changed my mind or no longer need the item,Often,no,Occasionally,sometimes,3,no,3,4,Product recommendations,Customer service responsiveness
,35,Female,Few times a month,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen', 'others']",no,Few times a month,others,First page,4,maybe,Often,Found a better price elsewhere,Sometimes,yes,Occasionally,sometimes,4,sometimes,4,3,Competitive prices,Customer service responsiveness
,52,Male,Multiple times a week,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'others']",yes,Few times a week,Keyword,Multiple pages,2,maybe,Always,Found a better price elsewhere,Always,yes,Moderately,sometimes,3,sometimes,1,1,User-friendly website/app interface,Shipping speed and reliability
,24,Female,Less than once a month,['Home and Kitchen'],no,Rarely,categories,Multiple pages,1,yes,Sometimes,Found a better price elsewhere,Rarely,yes,Heavily,yes,4,yes,1,3,Competitive prices,Product quality and accuracy
,28,Female,Once a week,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",no,Few times a week,Keyword,First page,2,yes,Often,Found a better price elsewhere,Sometimes,no,Moderately,yes,2,no,3,2,Wide product selection,Product quality and accuracy
,33,Female,Multiple times a week,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",no,Multiple times a day,Keyword,Multiple pages,2,yes,Often,Found a better price elsewhere,Sometimes,no,Moderately,yes,2,yes,2,2,User-friendly website/app interface,Product quality and accuracy
,23,Female,Less than once a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",sometimes,Rarely,Keyword,Multiple pages,3,maybe,Rarely,Changed my mind or no longer need the item,Never,yes,Moderately,sometimes,4,sometimes,5,5,Wide product selection,Product quality and accuracy
,21,Female,Less than once a month,"['Beauty and Personal Care', 'Clothing and Fashion']",yes,Few times a month,Keyword,Multiple pages,2,yes,Sometimes,Changed my mind or no longer need the item,Rarely,no,Moderately,yes,1,yes,2,2,User-friendly website/app interface,Product quality and accuracy
,34,Female,Few times a month,['Home and Kitchen'],no,Few times a month,categories,First page,3,no,Always,Found a better price elsewhere,Sometimes,no,Occasionally,no,1,no,3,3,Product recommendations,Reducing packaging waste
,23,Prefer not to say,Once a month,['Clothing and Fashion'],no,Few times a month,Filter,Multiple pages,2,no,Sometimes,Found a better price elsewhere,Sometimes,no,Occasionally,no,3,sometimes,2,2,Competitive prices,Customer service responsiveness
,34,Prefer not to say,Few times a month,['Beauty and Personal Care'],sometimes,Rarely,others,Multiple pages,3,no,Sometimes,Found a better price elsewhere,Sometimes,yes,Occasionally,no,2,sometimes,2,5,User-friendly website/app interface,Shipping speed and reliability
,34,Female,Once a week,['Home and Kitchen'],no,Few times a week,Filter,Multiple pages,3,no,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Moderately,yes,2,sometimes,2,2,Competitive prices,Reducing packaging waste
,25,Female,Less than once a month,['others'],sometimes,Rarely,categories,First page,3,maybe,Rarely,Found a better price elsewhere,Never,no,Never,sometimes,3,sometimes,3,3,Product recommendations,Shipping speed and reliability
,32,Male,Less than once a month,['others'],sometimes,Rarely,categories,First page,1,no,Always,Changed my mind or no longer need the item,Never,no,Moderately,yes,2,sometimes,2,2,Wide product selection,Customer service responsiveness
,24,Female,Few times a month,['Home and Kitchen'],yes,Few times a week,Keyword,First page,1,yes,Often,others,Sometimes,yes,Heavily,yes,2,yes,2,2,Wide product selection,Product quality and accuracy
,34,Female,Few times a month,['Clothing and Fashion'],sometimes,Few times a month,categories,Multiple pages,3,maybe,Rarely,Changed my mind or no longer need the item,Rarely,no,Never,sometimes,5,no,1,3,Product recommendations,Reducing packaging waste
,44,Male,Once a week,['Beauty and Personal Care'],sometimes,Few times a week,categories,First page,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Occasionally,sometimes,3,sometimes,3,3,Product recommendations,Reducing packaging waste
,23,Female,Once a week,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a week,Filter,Multiple pages,2,maybe,Sometimes,Changed my mind or no longer need the item,Rarely,yes,Moderately,sometimes,2,no,2,1,Wide product selection,Customer service responsiveness
,23,Female,Few times a month,['Clothing and Fashion'],sometimes,Rarely,categories,First page,3,no,Sometimes,Found a better price elsewhere,Often,yes,Moderately,no,3,no,4,2,Product recommendations,Customer service responsiveness
,34,Female,Once a week,['Beauty and Personal Care'],sometimes,Few times a month,Keyword,Multiple pages,4,maybe,Often,Found a better price elsewhere,Sometimes,yes,Occasionally,sometimes,3,no,2,2,Product recommendations,Reducing packaging waste
,23,Female,Once a week,"['Beauty and Personal Care', 'Clothing and Fashion']",yes,Multiple times a day,Filter,First page,3,no,Often,Found a better price elsewhere,Often,yes,Occasionally,no,3,yes,1,4,Competitive prices,Reducing packaging waste
,36,Female,Once a month,['Home and Kitchen'],no,Few times a week,categories,Multiple pages,3,yes,Sometimes,Found a better price elsewhere,Sometimes,no,Occasionally,yes,3,yes,3,2,User-friendly website/app interface,Product quality and accuracy
,24,Female,Few times a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']",sometimes,Multiple times a day,Keyword,Multiple pages,2,yes,Sometimes,Changed my mind or no longer need the item,Often,yes,Occasionally,no,3,no,3,3,Competitive prices,Customer service responsiveness
,21,Female,Once a week,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']",no,Few times a week,Filter,Multiple pages,4,yes,Often,High shipping costs,Always,yes,Heavily,yes,3,yes,3,3,Product recommendations,Reducing packaging waste
,21,Female,Few times a month,['Clothing and Fashion'],sometimes,Few times a week,categories,Multiple pages,3,yes,Often,Found a better price elsewhere,Sometimes,yes,Moderately,yes,2,yes,2,2,Competitive prices,Customer service responsiveness
,45,Male,Once a month,['Clothing and Fashion'],sometimes,Multiple times a day,Keyword,Multiple pages,3,maybe,Always,Found a better price elsewhere,Often,yes,Occasionally,yes,2,no,3,2,Competitive prices,Product quality and accuracy
,21,Female,Once a week,['Beauty and Personal Care'],sometimes,Few times a month,Filter,Multiple pages,2,maybe,Often,Found a better price elsewhere,Often,no,Occasionally,no,2,sometimes,2,2,Competitive prices,Customer service responsiveness
,23,Female,Once a week,['Clothing and Fashion'],yes,Few times a week,categories,First page,3,maybe,Often,Found a better price elsewhere,Sometimes,yes,Moderately,yes,2,sometimes,2,2,Product recommendations,Reducing packaging waste
,21,Female,Once a week,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']",yes,Few times a month,Keyword,First page,2,no,Sometimes,Changed my mind or no longer need the item,Rarely,yes,Moderately,yes,3,sometimes,1,1,Product recommendations,Reducing packaging waste
,34,Female,Once a month,['Clothing and Fashion'],sometimes,Few times a week,categories,Multiple pages,2,maybe,Often,Changed my mind or no longer need the item,Sometimes,yes,Moderately,sometimes,2,no,3,3,Product recommendations,Reducing packaging waste
,21,Female,Few times a month,['Beauty and Personal Care'],sometimes,Few times a month,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Rarely,yes,Rarely,sometimes,2,sometimes,3,3,Product recommendations,Reducing packaging waste
,23,Female,Once a week,['Clothing and Fashion'],sometimes,Few times a month,Filter,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Occasionally,sometimes,2,no,4,3,Product recommendations,Customer service responsiveness
,21,Female,Once a week,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'others']",sometimes,Few times a month,categories,Multiple pages,3,maybe,Sometimes,Found a better price elsewhere,Sometimes,no,Moderately,sometimes,3,sometimes,3,4,Product recommendations,Reducing packaging waste
,32,Female,Once a month,['others'],sometimes,Few times a month,others,First page,2,no,Rarely,others,Rarely,yes,Moderately,no,3,no,3,3,Product recommendations,Customer service responsiveness
,35,Prefer not to say,Once a week,['Groceries and Gourmet Food'],no,Few times a week,Filter,Multiple pages,2,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Occasionally,sometimes,4,sometimes,3,2,Competitive prices,Customer service responsiveness
,37,Male,Once a month,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']",yes,Few times a week,Filter,Multiple pages,2,maybe,Rarely,Changed my mind or no longer need the item,Sometimes,no,Rarely,sometimes,2,sometimes,2,1,Product recommendations,Reducing packaging waste
,23,Female,Once a week,['Clothing and Fashion'],no,Few times a month,categories,Multiple pages,2,yes,Often,Found a better price elsewhere,Often,no,Occasionally,yes,1,sometimes,4,2,Product recommendations,Reducing packaging waste
,33,Others,Few times a month,['Clothing and Fashion'],sometimes,Few times a month,others,First page,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Occasionally,sometimes,3,sometimes,3,2,Competitive prices,Customer service responsiveness
,35,Female,Few times a month,"['Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a month,categories,Multiple pages,4,maybe,Rarely,Found a better price elsewhere,Sometimes,yes,Occasionally,sometimes,2,sometimes,3,2,Product recommendations,Reducing packaging waste
,44,Female,Once a week,['Clothing and Fashion'],sometimes,Few times a week,categories,Multiple pages,3,maybe,Rarely,Changed my mind or no longer need the item,Sometimes,yes,Occasionally,sometimes,3,sometimes,4,4,Product recommendations,Reducing packaging waste
,34,Male,Once a week,['Clothing and Fashion'],sometimes,Few times a month,categories,Multiple pages,4,maybe,Often,others,Often,no,Moderately,sometimes,2,sometimes,3,2,Competitive prices,Reducing packaging waste
,34,Prefer not to say,Once a month,['Clothing and Fashion'],no,Few times a month,categories,Multiple pages,2,no,Sometimes,Found a better price elsewhere,Often,yes,Occasionally,no,2,sometimes,3,3,Competitive prices,Customer service responsiveness
,34,Female,Few times a month,['others'],no,Few times a month,categories,First page,2,maybe,Sometimes,Changed my mind or no longer need the item,Often,no,Occasionally,no,1,no,3,1,Competitive prices,Customer service responsiveness
,34,Female,Few times a month,['Clothing and Fashion'],no,Few times a week,Filter,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Rarely,yes,Rarely,sometimes,2,sometimes,2,1,Competitive prices,Reducing packaging waste
,3,Prefer not to say,Once a month,['Home and Kitchen'],no,Few times a week,categories,First page,3,no,Sometimes,Found a better price elsewhere,Often,yes,Occasionally,sometimes,3,sometimes,3,2,Competitive prices,Customer service responsiveness
,23,Female,Multiple times a week,['Beauty and Personal Care'],no,Few times a week,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Occasionally,sometimes,3,sometimes,3,2,Competitive prices,Product quality and accuracy
,33,Female,Few times a month,['Clothing and Fashion'],yes,Multiple times a day,categories,Multiple pages,4,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Occasionally,sometimes,3,sometimes,3,1,Wide product selection,Customer service responsiveness
,23,Female,Few times a month,['Clothing and Fashion'],sometimes,Rarely,others,First page,3,maybe,Rarely,others,Never,no,Rarely,sometimes,3,no,3,3,Competitive prices,Reducing packaging waste
,34,Female,Few times a month,"['Groceries and Gourmet Food', 'Home and Kitchen']",sometimes,Few times a month,Filter,Multiple pages,3,maybe,Rarely,Changed my mind or no longer need the item,Sometimes,yes,Moderately,yes,1,sometimes,3,2,Competitive prices,Reducing packaging waste
,23,Female,Few times a month,"['Beauty and Personal Care', 'Home and Kitchen']",sometimes,Few times a month,Filter,Multiple pages,2,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Occasionally,yes,3,sometimes,3,4,Product recommendations,Reducing packaging waste
,34,Prefer not to say,Once a week,['Clothing and Fashion'],sometimes,Few times a month,categories,First page,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Occasionally,sometimes,2,sometimes,2,3,Product recommendations,Customer service responsiveness
,23,Female,Few times a month,['Clothing and Fashion'],yes,Multiple times a day,Keyword,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Often,yes,Heavily,sometimes,3,sometimes,3,3,Product recommendations,Reducing packaging waste
,23,Female,Once a week,['Beauty and Personal Care'],sometimes,Few times a month,categories,Multiple pages,2,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Occasionally,sometimes,2,sometimes,4,3,Product recommendations,Reducing packaging waste
,23,Female,Once a week,"['Beauty and Personal Care', 'Home and Kitchen']",sometimes,Few times a week,categories,First page,1,maybe,Sometimes,Found a better price elsewhere,Always,yes,Moderately,sometimes,3,sometimes,4,1,Product recommendations,Reducing packaging waste
,23,Prefer not to say,Once a month,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']",sometimes,Few times a month,categories,First page,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Moderately,sometimes,2,sometimes,2,2,Product recommendations,Reducing packaging waste
,45,Female,Few times a month,"['Beauty and Personal Care', 'others']",sometimes,Few times a month,categories,First page,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Rarely,sometimes,3,no,2,3,Product recommendations,Customer service responsiveness
,23,Female,Less than once a month,['Clothing and Fashion'],no,Multiple times a day,Filter,Multiple pages,2,yes,Often,Changed my mind or no longer need the item,Sometimes,yes,Moderately,sometimes,2,sometimes,2,1,Competitive prices,Reducing packaging waste
,34,Prefer not to say,Once a week,['Beauty and Personal Care'],sometimes,Few times a month,categories,Multiple pages,2,maybe,Sometimes,Found a better price elsewhere,Often,no,Occasionally,sometimes,3,sometimes,2,3,Product recommendations,Customer service responsiveness
,45,Female,Once a month,"['Beauty and Personal Care', 'Home and Kitchen']",yes,Few times a week,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Occasionally,sometimes,3,sometimes,3,3,Product recommendations,Customer service responsiveness
,34,Female,Once a week,['Beauty and Personal Care'],sometimes,Few times a week,categories,Multiple pages,2,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Occasionally,sometimes,3,sometimes,3,2,Product recommendations,Customer service responsiveness
,45,Female,Few times a month,"['Groceries and Gourmet Food', 'Clothing and Fashion']",sometimes,Few times a month,categories,Multiple pages,3,maybe,Sometimes,Changed my mind or no longer need the item,Rarely,yes,Moderately,sometimes,3,sometimes,2,1,Competitive prices,Reducing packaging waste
,67,Female,Few times a month,['Beauty and Personal Care'],sometimes,Few times a month,categories,Multiple pages,2,maybe,Often,Changed my mind or no longer need the item,Sometimes,yes,Moderately,sometimes,1,yes,3,3,Product recommendations,Customer service responsiveness
,34,Others,Once a week,['Beauty and Personal Care'],sometimes,Rarely,categories,Multiple pages,2,maybe,Often,Found a better price elsewhere,Often,yes,Moderately,sometimes,2,yes,3,2,Competitive prices,Customer service responsiveness
,21,Female,Few times a month,['Beauty and Personal Care'],sometimes,Few times a week,Filter,First page,2,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,yes,Moderately,no,3,sometimes,3,3,Product recommendations,Customer service responsiveness
,17,Female,Few times a month,['Clothing and Fashion'],sometimes,Few times a week,Filter,First page,3,maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,no,Moderately,yes,3,sometimes,3,2,Competitive prices,Customer service responsiveness
